ts,agent_id,steer_unclip,throttle_unclip
1951361063,0,0.0037178376432320274,5.250099261403084
1976361064,0,0.004114208462042525,4.755581351816654
2001361064,0,0.0027930842918908326,4.779909691214561
2026361064,0,0.0033450569701626654,4.905881714522838
2051361065,0,0.004097326368801199,5.004428102374077
2076361065,0,0.005968015053776011,5.181888274848461
2101361066,0,0.004412611126224651,5.250423902571201
2126361066,0,0.0052141105362621286,5.282137825191021
2151361066,0,0.0043852366766371775,5.3749363802159555
2176361067,0,0.003998274633355975,5.456682848849247
2201361067,0,0.003864632922741927,5.50678563957578
2226361067,0,0.003590686319971124,5.571492070153213
2251361068,0,0.0035710888471112115,5.636891040713115
2276361068,0,0.0034575278926570027,5.700830081314397
2301361069,0,0.003426662030622645,5.768048161175499
2326361069,0,0.0034303555028324753,5.829061896946287
2351361069,0,0.0035059779817829258,5.89222114064472
2376361070,0,0.003537642501600035,5.953688617362624
2401361070,0,0.003649268615212915,6.014997634115704
2426361070,0,0.0033490770105563386,6.0796116764914085
2451361071,0,0.003028629626142443,6.1453145219092296
2476361071,0,0.002995393119283661,6.206660333955368
2501361072,0,0.0031576807381090326,6.268077148162279
2526361072,0,0.003148344201520987,6.329704580832406
2551361072,0,0.0031459545365012747,6.394649820095196
2576361073,0,0.0031880365177587313,6.45285305068095
2601361073,0,0.0031666361595491495,6.51480140508744
2626361073,0,0.0032204760268715674,6.577648701910263
2651361074,0,0.0033545236593910915,6.637409160543544
2676361074,0,0.0033914744610345753,6.6945663994457565
2701361075,0,0.0034846690245809607,6.754588493805899
2726361075,0,0.003273335335114096,6.8167063878618706
2751361075,0,0.0035135354909842345,6.880859760418633
2776361076,0,0.003482719432412575,6.940369423899747
2801361076,0,0.0034245740794244025,6.998979803577725
2826361076,0,0.0036507751934081695,7.0597216010417965
2851361077,0,0.0035691524881041542,7.116948297047437
2876361077,0,0.003570051274578588,7.180248991548333
2901361078,0,0.003575981633741598,7.237451516636012
2926361078,0,0.0034450591921908625,7.302936560076773
2951361078,0,0.003529864528473033,7.311087635630681
2976361079,0,0.0033635451533149917,7.30862366031223
3001361079,0,0.0034350942307830295,7.313925735425837
3026361079,0,0.0034551479507774025,7.31165160780315
3051361080,0,0.0032635170329201554,7.315803392785372
3076361080,0,0.0032823142826984607,7.31560468029207
3101361081,0,0.003244799468682166,7.317110486249888
3126361081,0,0.0031197258983745382,7.3181418243284675
3151361081,0,0.0031439061909924607,7.325268986257219
3176361082,0,0.003150696537392315,7.322407277552843
3201361082,0,0.003023738973238626,7.316950220281622
3226361082,0,0.0030772293151323654,7.317489289550871
3251361083,0,0.002984165141778787,7.314704921202237
3276361083,0,0.003012705371816901,7.318600429762999
3301361083,0,0.003078554087240132,7.314619303038894
3326361084,0,0.002856715234822427,7.316909546899948
3351361084,0,0.0030135705291117693,7.326373276367605
3376361085,0,0.0028487936383412888,7.31868354055481
3401361085,0,0.0029044952539788197,7.315968050496977
3426361085,0,0.002895919097702223,7.313726120451329
3451361086,0,0.002888872619208493,7.315675403307478
3476361086,0,0.0028777351419931405,7.315185032036935
3501361086,0,0.002967506594984342,7.313415474606229
3526361087,0,0.0028545936073114913,7.320617649076945
3551361087,0,0.0028603964221938483,7.322674300680481
3576361088,0,0.002769046910913159,7.319569097585724
3601361088,0,0.0028841042933941776,7.312476401872864
3626361088,0,0.0029187589656955296,7.314774136036973
3651361089,0,0.0028033757262728586,7.316755710109252
3676361089,0,0.0027989304114880422,7.314447535509992
3701361089,0,0.002925550735051461,7.316041231576948
3726361090,0,0.002766341871410618,7.317398861760692
3751361090,0,0.0027920888386694124,7.322776212913942
3776361091,0,0.0027712439550961793,7.313407109626555
3801361091,0,0.0028020922198913265,7.314836920749107
3826361091,0,0.0028562001247225215,7.312024229987252
3851361092,0,0.0027533730497240564,7.3131318386461155
3876361092,0,0.0027817354102525347,7.315865263689521
3901361092,0,0.0027797888063390806,7.312968142155459
3926361093,0,0.0026964733050696193,7.316480546216146
3951361093,0,0.0028241693834273156,7.319689759705545
3976361094,0,0.002701850656084927,7.315757338175796
4001361094,0,0.002772873239804443,7.312406253001991
4026361094,0,0.0028739059671897024,7.309056220251311
4051361095,0,0.00270189334476724,7.315263823660826
4076361095,0,0.0027607624606323642,7.310010118085023
4101361095,0,0.002679575701654223,7.312492468407645
4126361096,0,0.0027546366347205088,7.313302671907085
4151361096,0,0.002785972973450097,7.319300654295126
4176361097,0,0.0026634336879157597,7.313161287796941
4201361097,0,0.0027573857858614386,7.3100406417015344
4226361097,0,0.002823887638124053,7.312894825375415
4251361098,0,0.002696173061337354,7.311754209849023
4276361098,0,0.002679918634068801,7.3102882683154045
4301361098,0,0.002772000967729189,7.310499750541819
4326361099,0,0.0027042070713485813,7.133310169574007
4351361099,0,0.00286626042418752,6.975018559411568
4376361100,0,0.002767235487827028,6.8147296273329685
4401361100,0,0.002806981496972194,6.665682782029822
4426361100,0,0.0027457431592387213,6.524507710811645
4451361101,0,0.002386725649165618,6.383231751355514
4476361101,0,0.0022834560348271794,6.234541545127857
4501361101,0,0.0024960399809195177,6.099092792154716
4526361102,0,0.002410736610010367,5.967502421683891
4551361102,0,0.0024939183534085827,5.831930847590698
4576361102,0,0.0026614913528705372,5.704738771761875
4601361103,0,0.0025993323625551896,5.581174607540737
4626361103,0,0.0026682390105880792,5.465287746450244
4651361104,0,0.0029053902933513067,5.334156812870985
4676361104,0,0.003292946610506447,5.217523889895857
4701361104,0,0.003534146203308985,5.108770096478942
4726361105,0,0.0036177832926518683,5.003794707509401
4751361105,0,0.0031755370816300053,4.892638866933666
4776361105,0,0.0036298357306247865,4.796816315621346
4801361106,0,0.003184594197060657,4.698596543987806
4826361106,0,0.002648455652248352,4.6066677199232045
4851361107,0,0.002652815589668544,4.5309294600730805
4876361107,0,0.002583897557987038,4.4474780417226505
4901361107,0,0.002486793612330613,4.3385711349100085
4926361108,0,0.0022435165036555297,4.264736299509355
4951361108,0,0.0017713995986634774,4.143312066773822
4976361108,0,0.0015979625972078516,4.049193730432066
5001361109,0,0.0021021657387821162,3.9939337950294087
5026361109,0,0.0019635726627860945,3.9152784327923893
5051361110,0,0.0018637096052961997,3.8312634866742568
5076361110,0,0.0021465619683871985,3.72525809938618
5101361110,0,0.0014008120327275878,3.6378888763755506
5126361111,0,0.0009154872494280234,3.5810135147372546
5151361111,0,0.00042073538211776423,3.4803209702491436
5176361111,0,0.00015456717903059844,3.3975146916511387
5201361112,0,-0.00022650330432518373,3.2997756223196375
5226361112,0,7.668025519521995e-05,3.204043277724195
5251361113,0,0.0003604347724390914,3.123937543026631
5276361113,0,0.0004828089950684864,3.0200988672674844
5301361113,0,0.0005040394997386094,2.916759260172479
5326361114,0,0.0009233604654025402,2.8398544193280277
5351361114,0,0.001111705777677796,2.753253333053794
5376361114,0,0.001507583541971735,2.672820645207518
5401361115,0,0.0007543474343905746,2.616707294076321
5426361115,0,0.0002935416072552789,2.5437782519665038
5451361116,0,0.0006315079051239723,2.4682012832493587
5476361116,0,0.00021141142839802983,2.392529691641587
5501361116,0,0.0007462493913558783,2.3207547170054452
