ts,agent_id,steer_unclip,throttle_unclip
1975743088,0,0.003610038759700224,5.240663660466671
2000743089,0,0.002559720017015015,4.815069506764412
2025743089,0,0.0037009146165548463,4.888276973068714
2050743089,0,0.0022261382262433313,5.114244083762169
2075743090,0,0.0035290916267141435,5.159673779904843
2100743090,0,0.0038647209089379764,5.232646599411964
2125743091,0,0.0028516880738165564,5.29310719192028
2150743091,0,0.0038894679174980864,5.3401765117049225
2175743091,0,0.003353979141846725,5.400468499449288
2200743092,0,0.0031282963632985245,5.463639555823715
2225743092,0,0.002685054984212494,5.521765616885167
2250743092,0,0.0029227920031131968,5.581267980838304
2275743093,0,0.0026051706094683937,5.64728541823283
2300743093,0,0.0025911667769475057,5.708403782835551
2325743094,0,0.0024679041079597236,5.7807900603698075
2350743094,0,0.0024672234131885924,5.842752074209199
2375743094,0,0.002408888807042167,5.907419780138202
2400743095,0,0.0024037229547160597,5.971548715498232
2425743095,0,0.0025274299654234,6.033923804026489
2450743095,0,0.002318636252554133,6.096870999959446
2475743096,0,0.002149766418339669,6.159566438702277
2500743096,0,0.002332863346836347,6.219225908119209
2525743097,0,0.0023037918324151953,6.277266937752854
2550743097,0,0.002423019377391868,6.34010280939767
2575743097,0,0.0024107174003391747,6.404119240407894
2600743098,0,0.002412599449462875,6.460949944487401
2625743098,0,0.002445578780695212,6.523262031268792
2650743098,0,0.0022781461321186047,6.583951194221356
2675743099,0,0.0025664237049652476,6.64681856586098
2700743099,0,0.0024779494661500636,6.704550020704396
2725743100,0,0.0026249559596636094,6.765048078580855
2750743100,0,0.0026345162797792652,6.82722503054531
2775743100,0,0.002731675198956412,6.888774259250364
2800743101,0,0.0026109453917858437,6.950872306159848
2825743101,0,0.002596194507324485,7.010669470865816
2850743101,0,0.0028389004888463723,7.06957431926475
2875743102,0,0.0027170863891450643,7.1323468364624585
2900743102,0,0.0027981431373539055,7.195199259184178
2925743103,0,0.0028377619816419256,7.256147407080153
2950743103,0,0.0027646257863816527,7.319844446968201
2975743103,0,0.002802450804822752,7.321690244470858
3000743104,0,0.0026006941315209614,7.325350100463789
3025743104,0,0.0027600993631004414,7.328105147584829
3050743104,0,0.00264725040845106,7.3237544835475745
3075743105,0,0.002679173005084408,7.3277108485960145
3100743105,0,0.0026792868415705744,7.329037214482924
3125743106,0,0.0026640555197214462,7.329341078046185
3150743106,0,0.0026065410580417077,7.330753198820466
3175743106,0,0.002585979342727815,7.332514753249651
3200743107,0,0.002549380912425163,7.331175783730848
3225743107,0,0.002453577548623195,7.331716938767385
3250743107,0,0.002505495524051754,7.329860558727332
3275743108,0,0.0024935327323116923,7.333655024229165
3300743108,0,0.002523527223460588,7.332274498447261
3325743108,0,0.0026059732985669504,7.334125587667429
3350743109,0,0.002418996870037851,7.334777182877936
3375743109,0,0.00259874610465143,7.33624865102667
3400743110,0,0.002415927553779577,7.332869568917505
3425743110,0,0.002523261130674173,7.334126152109077
3450743110,0,0.00241777170485548,7.3312903095476685
3475743111,0,0.0024554985393272608,7.336884339383561
3500743111,0,0.00249687383318069,7.334272904396784
3525743111,0,0.0025297825383754574,7.335328907103809
3550743112,0,0.002558741117500235,7.336830497064512
3575743112,0,0.0024727404981133116,7.333955679142804
3600743113,0,0.0024627271561988577,7.335052941870838
3625743113,0,0.0024306323818801836,7.336243755461492
3650743113,0,0.0023821124255637054,7.334362385940681
3675743114,0,0.0023864524415988177,7.337406715324828
3700743114,0,0.0024468611959393488,7.336198303910288
3725743114,0,0.0025648925566214777,7.33721720486341
3750743115,0,0.0024948034320885298,7.3376380730774065
3775743115,0,0.002488688989825292,7.3364419058131185
3800743116,0,0.002382226262049872,7.337875187526446
3825743116,0,0.0024567948523134863,7.337540116326658
3850743116,0,0.002388141490462318,7.335165957994238
3875743117,0,0.00232370719337971,7.338748628390641
3900743117,0,0.002483529351089778,7.337712973640695
3925743117,0,0.002515140320342243,7.336148021659091
