ts,agent_id,throttle,steer,brake
2144109603,0,0.8999999761581421,0.003362142713740468,0.0
2169109603,0,0.8999999761581421,0.0025545761454850435,0.0
2194109603,0,0.8999999761581421,0.002626127330586314,0.0
2219109604,0,0.8999999761581421,0.0027115854900330305,0.0
2244109604,0,0.8999999761581421,0.0035292766988277435,0.0
2269109604,0,0.8999999761581421,0.003905427409335971,0.0
2294109605,0,0.8999999761581421,0.0028492917772382498,0.0
2319109605,0,0.8999999761581421,0.0038553355261683464,0.0
2344109605,0,0.8999999761581421,0.003319599200040102,0.0
2369109606,0,0.8999999761581421,0.003132098587229848,0.0
2394109606,0,0.8999999761581421,0.0026087972801178694,0.0
2419109607,0,0.8999999761581421,0.0028773911762982607,0.0
2444109607,0,0.8999999761581421,0.0025815083645284176,0.0
2469109607,0,0.8999999761581421,0.0025519258342683315,0.0
2494109608,0,0.8999999761581421,0.0024820810649544,0.0
2519109608,0,0.8999999761581421,0.002468909602612257,0.0
2544109608,0,0.8999999761581421,0.0024177751038223505,0.0
2569109609,0,0.8999999761581421,0.002384051913395524,0.0
2594109609,0,0.8999999761581421,0.0025556229520589113,0.0
2619109610,0,0.8999999761581421,0.0023443533573299646,0.0
2644109610,0,0.8999999761581421,0.0022039255127310753,0.0
2669109610,0,0.8999999761581421,0.0023300189059227705,0.0
2694109611,0,0.8999999761581421,0.002310291863977909,0.0
2719109611,0,0.8999999761581421,0.0024270208086818457,0.0
2744109611,0,0.8999999761581421,0.002432293724268675,0.0
2769109612,0,0.8999999761581421,0.0023918256629258394,0.0
2794109612,0,0.8999999761581421,0.00241833901964128,0.0
2819109613,0,0.8999999761581421,0.002269128803163767,0.0
2844109613,0,0.8999999761581421,0.0025753870140761137,0.0
2869109613,0,0.8999999761581421,0.0024440602865070105,0.0
2894109614,0,0.8999999761581421,0.0026142082642763853,0.0
2919109614,0,0.8999999761581421,0.002613479271531105,0.0
2944109614,0,0.8999999761581421,0.002703726990148425,0.0
2969109615,0,0.8999999761581421,0.002619848819449544,0.0
2994109615,0,0.8999999761581421,0.0026269573718309402,0.0
3019109616,0,0.8999999761581421,0.002833247184753418,0.0
3044109616,0,0.8999999761581421,0.002712308196350932,0.0
3069109616,0,0.8999999761581421,0.0027854759246110916,0.0
3094109617,0,0.8999999761581421,0.002854100428521633,0.0
3119109617,0,0.8999999761581421,0.0027852188795804977,0.0
3144109617,0,0.8999999761581421,0.002777321496978402,0.0
3169109618,0,0.8999999761581421,0.0026061497628688812,0.0
3194109618,0,0.8999999761581421,0.002761318814009428,0.0
3219109619,0,0.8999999761581421,0.0026474667247384787,0.0
3244109619,0,0.8999999761581421,0.002664273139089346,0.0
3269109619,0,0.8999999761581421,0.002665802836418152,0.0
3294109620,0,0.8999999761581421,0.002663898980244994,0.0
3319109620,0,0.8999999761581421,0.0026175661478191614,0.0
3344109620,0,0.8999999761581421,0.0025929987896233797,0.0
3369109621,0,0.8999999761581421,0.0025756543036550283,0.0
3394109621,0,0.8999999761581421,0.0024511683732271194,0.0
3419109622,0,0.8999999761581421,0.002519241301342845,0.0
3444109622,0,0.8999999761581421,0.0024607349187135696,0.0
3469109622,0,0.8999999761581421,0.0024964669719338417,0.0
3494109623,0,0.8999999761581421,0.0025995855685323477,0.0
3519109623,0,0.8999999761581421,0.0024500968866050243,0.0
3544109623,0,0.8999999761581421,0.002593539422377944,0.0
3569109624,0,0.8999999761581421,0.002425550948828459,0.0
3594109624,0,0.8999999761581421,0.00250221136957407,0.0
3619109624,0,0.8999999761581421,0.002392649417743087,0.0
3644109625,0,0.8999999761581421,0.002427224302664399,0.0
