ts,agent_id,x,y,z,v
1994515944,0,192.36241149902344,-86.26268005371094,0.5393258333206177,0.0
2019515944,0,192.36241149902344,-86.26268005371094,0.4919061064720154,0.0
2044515945,0,192.36241149902344,-86.26268005371094,0.4383743107318878,0.0
2069515945,0,192.36241149902344,-86.26268005371094,0.3787320554256439,0.0
2094515945,0,192.36241149902344,-86.26268005371094,0.31298086047172546,0.0
2119515946,0,192.36241149902344,-86.26268005371094,0.24112220108509064,0.0
2144515946,0,192.36241149902344,-86.26268005371094,0.16315768659114838,0.0
2169515946,0,192.36241149902344,-86.26268005371094,0.08290393650531769,0.0
2194515947,0,192.36241149902344,-86.26268005371094,0.026514854282140732,3.6421783945686227e-08
2219515947,0,192.36241149902344,-86.26268005371094,-0.008726844564080238,8.50141502271244e-08
2244515947,0,192.36241149902344,-86.26268005371094,-0.029134521260857582,4.065889775829986e-08
2269515948,0,192.36241149902344,-86.26268005371094,-0.03932075574994087,8.344020389644318e-08
2294515948,0,192.36241149902344,-86.26268005371094,-0.04107673466205597,0.0002859878372178903
2319515949,0,192.36244201660156,-86.26265716552734,-0.03865554556250572,0.0011593215868761796
2344515949,0,192.36241149902344,-86.26264190673828,-0.03404334932565689,0.0004835770575566141
2369515949,0,192.36241149902344,-86.26263427734375,-0.028247259557247162,0.00013376283138453316
2394515950,0,192.36241149902344,-86.26263427734375,-0.02195255272090435,4.483570097782159e-05
2419515950,0,192.36241149902344,-86.26263427734375,-0.015612220391631126,0.0001274667014262626
2444515950,0,192.36241149902344,-86.26263427734375,-0.009513778612017632,0.00016161804452970125
2469515951,0,192.36244201660156,-86.26264190673828,-0.003827972337603569,0.00016966122390799418
2494515951,0,192.36244201660156,-86.26264190673828,0.0013550185831263661,0.00016428914810669086
2519515952,0,192.36244201660156,-86.26264190673828,0.006000022869557142,0.00015278096043467475
2544515952,0,192.36244201660156,-86.26265716552734,0.01010768860578537,0.00013925181413955093
2569515952,0,192.36244201660156,-86.26265716552734,0.013701400719583035,0.00012434155765419282
2594515953,0,192.36244201660156,-86.26265716552734,0.016817854717373848,0.0001104757830272316
2619515953,0,192.36245727539062,-86.26266479492188,0.01950054056942463,9.757004467903699e-05
2644515953,0,192.36245727539062,-86.26266479492188,0.021795349195599556,8.587025970751987e-05
2669515954,0,192.36245727539062,-86.26266479492188,0.023747749626636505,7.502947966813033e-05
2694515954,0,192.36245727539062,-86.26266479492188,0.02540103904902935,6.556788344205187e-05
2719515955,0,192.36245727539062,-86.2626724243164,0.026795310899615288,5.717131737618178e-05
2744515955,0,192.36245727539062,-86.2626724243164,0.02796676568686962,5.00795758517849e-05
2769515955,0,192.36245727539062,-86.2626724243164,0.028947867453098297,4.3698304617517524e-05
2794515956,0,192.36245727539062,-86.2626724243164,0.0297671128064394,3.870412413320629e-05
2819515956,0,192.36245727539062,-86.2626724243164,0.030449332669377327,3.349178896407462e-05
2844515956,0,192.36245727539062,-86.2626724243164,0.03101608157157898,2.9198435973093426e-05
2869515957,0,192.36245727539062,-86.2626724243164,0.03148593753576279,2.5297174270858573e-05
2894515957,0,192.36245727539062,-86.2626724243164,0.03187461942434311,2.212558524208084e-05
2919515958,0,192.36245727539062,-86.2626724243164,0.032195623964071274,1.896378374329681e-05
2944515958,0,192.36245727539062,-86.2626724243164,0.03246017545461655,1.6622916532865835e-05
2969515958,0,192.36245727539062,-86.2626724243164,0.03267795592546463,1.4166941075378508e-05
2994515959,0,192.36245727539062,-86.2626724243164,0.032856862992048264,1.2511882674534862e-05
3019515959,0,192.36245727539062,-86.2626724243164,0.033003728836774826,1.0685479956848249e-05
3044515959,0,192.36245727539062,-86.2626724243164,0.033124085515737534,9.419014051495257e-06
3069515960,0,192.36245727539062,-86.2626724243164,0.03322257846593857,8.396649165623314e-06
3094515960,0,192.36245727539062,-86.2626724243164,0.033303145319223404,7.1204211064909155e-06
3119515961,0,192.36245727539062,-86.2626724243164,0.033368948847055435,5.754530143619123e-06
3144515961,0,192.36245727539062,-86.2626724243164,0.033422622829675674,5.072885807347399e-06
3169515961,0,192.36245727539062,-86.26268005371094,0.033466413617134094,4.485080552510569e-06
3194515962,0,192.36245727539062,-86.26268005371094,0.0334714874625206,4.065904607926283e-07
3219515962,0,192.36245727539062,-86.26268005371094,0.0334848016500473,3.2498840413856356e-07
3244515962,0,192.36245727539062,-86.26268005371094,0.03350048139691353,3.7972605238865683e-07
3269515963,0,192.36245727539062,-86.26268005371094,0.033516958355903625,4.1113479127736704e-07
3294515963,0,192.36245727539062,-86.26268005371094,0.033533286303281784,4.4253290775761633e-07
3319515964,0,192.36245727539062,-86.26268005371094,0.03354877233505249,3.5830498378461604e-07
3344515964,0,192.36245727539062,-86.26268005371094,0.0335630401968956,2.49743939750322e-07
3369515964,0,192.36245727539062,-86.26268005371094,0.03357597440481186,2.803913552017267e-07
3394515965,0,192.36245727539062,-86.26268005371094,0.03358745574951172,2.0872830030433935e-07
3419515965,0,192.36245727539062,-86.26268005371094,0.033597640693187714,2.6614172257382197e-07
3444515965,0,192.36245727539062,-86.26268005371094,0.03360649198293686,1.5604709923391808e-07
3469515966,0,192.36245727539062,-86.26268005371094,0.033614158630371094,1.3949960352417714e-07
3494515966,0,192.36245727539062,-86.26268005371094,0.033620718866586685,1.3154154468770556e-07
3519515966,0,192.36245727539062,-86.26268005371094,0.03362636640667915,1.8753411967552172e-07
3544515967,0,192.36245727539062,-86.26268005371094,0.03363117203116417,7.640052290289809e-08
3569515967,0,192.36245727539062,-86.26268005371094,0.033635213971138,9.623200245073158e-08
3594515968,0,192.36245727539062,-86.26268005371094,0.033638570457696915,8.075769901680654e-08
3619515968,0,192.36245727539062,-86.26268005371094,0.033638570457696915,9.970002951443445e-08
3644515968,0,192.36245727539062,-86.26268005371094,0.03364013507962227,4.3507666651108245e-08
3669515969,0,192.36245727539062,-86.26268005371094,0.0336415097117424,8.417742583233966e-08
