ts,agent_id,steer_err,speed_err,desired_speed,speed
2061301451,0,0.0019081752445848149,9.27112340927124,9.27112340927124,0.0
2086301451,0,0.001764665381023769,9.396250247955322,9.396250247955322,0.0
2111301451,0,0.002306375273196558,9.42350435256958,9.42350435256958,0.0
2136301452,0,0.001572661174355633,9.7079336643219,9.7079336643219,0.0
2161301452,0,0.002091224314341157,9.723918914794922,9.723918914794922,0.0
2186301453,0,0.0023768021126384675,9.74692440032959,9.74692440032959,0.0
2211301453,0,0.0018180926385314245,9.748649597167969,9.748649597167969,0.0
2236301453,0,0.0022984067191648768,9.723614931106567,9.723614931106567,0.0
2261301454,0,0.002071113201785008,9.72089192371939,9.720891952514648,2.879525696860429e-08
2286301454,0,0.0018787295401629823,9.724443881793919,9.724443912506104,3.0712184139831954e-08
2311301454,0,0.0015501974410853689,9.722446909664315,9.722446918487549,8.823233176653192e-09
2336301455,0,0.0016332980759871905,9.718706837467758,9.718706846237183,8.769424368702575e-09
2361301455,0,0.0014742305593166715,9.727932099369863,9.727646112442017,-0.00028598692784655665
2386301456,0,0.0013844515172263929,9.731337667103816,9.731183767318726,-0.00015389978509045552
2411301456,0,0.0013244217435210584,9.749294864129944,9.74923038482666,-6.447930328377593e-05
2436301456,0,0.0013026410291677956,9.751630353097353,9.751622915267944,-7.4378294083806e-06
2461301457,0,0.001254146686060705,9.758889913369293,9.758915662765503,2.5749396210420592e-05
2486301457,0,0.0012190850483213061,9.764801621596913,9.764844417572021,4.2795975108457825e-05
2511301457,0,0.0012888288688462143,9.76858492777475,9.768634557723999,4.9629949248388784e-05
2536301458,0,0.0011498724647318436,9.77235293697454,9.772403240203857,5.0303229317463635e-05
2561301458,0,0.0010501517028496576,9.773898507970229,9.773946046829224,4.753885899498532e-05
2586301458,0,0.0010994808468553052,9.773005869693286,9.773049116134644,4.324644135778195e-05
2611301459,0,0.0010756510757510384,9.769090450045605,9.769128799438477,3.834939287158863e-05
2636301459,0,0.0011211856702177901,9.771820536635312,9.771853923797607,3.338716229450855e-05
2661301460,0,0.001142131583672496,9.775803422204227,9.775832176208496,2.875400426834755e-05
2686301460,0,0.0011043378702650921,9.770734267011285,9.770758867263794,2.4600252508329013e-05
2711301460,0,0.001097811245058191,9.77100260259333,9.771023511886597,2.0909293268050587e-05
2736301461,0,0.0010012020137978995,9.76929128835472,9.769309043884277,1.7755529557597126e-05
2761301461,0,0.0011510867205842905,9.773361757042894,9.773376703262329,1.4946219435592281e-05
2786301461,0,0.0010919676387682912,9.767459624343594,9.767472267150879,1.2642807284807621e-05
2811301462,0,0.001144787768349723,9.766290023611415,9.766300678253174,1.065464175934443e-05
2836301462,0,0.0011568544358834124,9.768624834155581,9.768633842468262,9.00831268060953e-06
2861301463,0,0.0012040586321472781,9.769044649891315,9.769052267074585,7.617183269560238e-06
2886301463,0,0.0011405378728661596,9.771956227730447,9.771962642669678,6.414939231052124e-06
2911301463,0,0.0011359844134194844,9.770070347218827,9.770075798034668,5.450815841746001e-06
2936301464,0,0.0012265223654175424,9.76594277402818,9.765947341918945,4.567890766254813e-06
2961301464,0,0.0011653542268505394,9.768190153479491,9.76819396018982,3.8067103278455686e-06
2986301464,0,0.001179849406089122,9.770410838813717,9.770414113998413,3.275184696387975e-06
3011301465,0,0.0012190091573305282,9.77096642616891,9.770969152450562,2.7262816518472605e-06
3036301465,0,0.0011604213124499746,9.775478680309563,9.77548098564148,2.3053319166067915e-06
3061301466,0,0.001165809572795207,9.77395551358053,9.77395749092102,1.9773404899278563e-06
3086301466,0,0.001077927805474376,9.777544293316275,9.777545928955078,1.635638803478368e-06
3111301466,0,0.0011500242467133994,9.777241231268896,9.777242660522461,1.4292535653780745e-06
3136301467,0,0.0011019852495509767,9.7698321890156,9.769833326339722,1.137324120809355e-06
3161301467,0,0.0011105609315088816,9.775118068590954,9.775119066238403,9.976474483692015e-07
3186301467,0,0.001132569318834478,9.776792643866616,9.776793479919434,8.360528174606363e-07
3211301468,0,0.0011376540152165987,9.777417902273756,9.777418613433838,7.11160081912768e-07
3236301468,0,0.0011226275990425705,9.779215448418498,9.779216051101685,6.026831860609297e-07
3261301469,0,0.001122324035079459,9.782799341840203,9.782799482345581,1.4050537823790452e-07
3286301469,0,0.0011003915387446403,9.779647798464197,9.779648065567017,2.671028200314716e-07
3311301469,0,0.001043017949716533,9.779704303669988,9.779704570770264,2.671002759982914e-07
3336301470,0,0.0010841508667181654,9.776587838328336,9.776588201522827,3.631944920370627e-07
3361301470,0,0.0010597898586784534,9.780136263662822,9.780136585235596,3.215727737771149e-07
3386301470,0,0.0010899185820172873,9.779322340822748,9.779322624206543,2.833837952102797e-07
3411301471,0,0.0011414485647554947,9.782773482747432,9.782773733139038,2.5039160590646163e-07
3436301471,0,0.0010679860856824687,9.78160618937786,9.781606435775757,2.4639789768654967e-07
3461301472,0,0.0011408414368292714,9.784713301130097,9.784713506698608,2.0556851223060941e-07
3486301472,0,0.001052580214554551,9.778876845913652,9.778877019882202,1.7396854931635992e-07
3511301472,0,0.001095003278399408,9.781755057324219,9.781755208969116,1.516448977972564e-07
3536301473,0,0.0010493169019511006,9.776450035819636,9.776450157165527,1.213458923328911e-07
3561301473,0,0.0010590309487706743,9.784124054224646,9.78412413597107,8.174642341399393e-08
3586301473,0,0.0010680619766732465,9.782978882348727,9.782979011535645,1.2918691686826295e-07
3611301474,0,0.0011274087314615796,9.782757207164686,9.78275728225708,7.5092394670753e-08
3636301474,0,0.0011400066359307142,9.784960185561843,9.784960269927979,8.436613585670564e-08
