ts,agent_id,cam0x,cam0y,cam1x,cam1y,cam2x,cam2y,cam3x,cam3y,world0x,world0y,world1x,world1y,world2x,world2y,world3x,world3y
2086447048,0,128.46751403808594,114.64535522460938,128.340087890625,95.81832885742188,128.30958557128906,88.8958969116211,128.2159881591797,85.1104736328125,0.012956077232956886,3.501948595046997,0.016874484717845917,6.586215972900391,0.02165459468960762,9.4485445022583,0.01946983113884926,12.292141914367676
2111447049,0,128.49766540527344,115.17866516113281,128.5121612548828,95.93446350097656,128.51438903808594,88.79801940917969,128.41259765625,84.91470336914062,0.013621309772133827,3.4537549018859863,0.02528911828994751,6.552318096160889,0.036189641803503036,9.505929946899414,0.03775661066174507,12.484539985656738
2136447049,0,128.6477813720703,115.94493103027344,128.56285095214844,96.31471252441406,128.5029296875,89.02740478515625,128.33287048339844,85.10662841796875,0.01742088980972767,3.386557102203369,0.027357405051589012,6.443592548370361,0.03490675240755081,9.372481346130371,0.03001476638019085,12.295866966247559
2161447050,0,128.52818298339844,115.61612701416016,128.34130859375,96.00386047363281,128.32012939453125,88.67337036132812,128.234619140625,84.76988983154297,0.0143115920946002,3.415102243423462,0.016804158687591553,6.532217979431152,0.02269095554947853,9.579985618591309,0.02171335555613041,12.63065242767334
2186447050,0,128.66812133789062,115.72822570800781,128.40728759765625,95.94285583496094,128.39254760742188,88.56883239746094,128.3037872314453,84.65475463867188,0.01805694028735161,3.405322313308716,0.020103694871068,6.549880504608154,0.027999550104141235,9.642951965332031,0.028370464220643044,12.749208450317383
2211447050,0,128.9735107421875,115.55150604248047,128.5847930908203,95.65452575683594,128.5376434326172,88.30857849121094,128.44378662109375,84.41357421875,0.026417287066578865,3.4207632541656494,0.029217202216386795,6.634594440460205,0.03896088898181915,9.803218841552734,0.042250122874975204,13.004680633544922
2236447051,0,128.80471801757812,115.23540496826172,128.4499053955078,95.52406311035156,128.38316345214844,88.23272705078125,128.29345703125,84.35395812988281,0.02199656516313553,3.448697566986084,0.022602658718824387,6.67360782623291,0.027896083891391754,9.850896835327148,0.028073010966181755,13.069366455078125
2261447051,0,128.87777709960938,115.27254486083984,128.5165557861328,95.58828735351562,128.44996643066406,88.2779769897461,128.36392211914062,84.38544464111328,0.023973003029823303,3.4453940391540527,0.02588042989373207,6.654348373413086,0.032668586820364,9.82240104675293,0.03472542017698288,13.035125732421875
2286447051,0,128.7694549560547,115.42121124267578,128.43528747558594,95.56773376464844,128.3831787109375,88.21018981933594,128.314453125,84.3033676147461,0.02094266377389431,3.4322283267974854,0.02182774990797043,6.6605000495910645,0.02793598175048828,9.865148544311523,0.0302052590996027,13.12475299835205
2311447052,0,128.6968536376953,115.45217895507812,128.3863983154297,95.53076934814453,128.34178161621094,88.1661605834961,128.27597045898438,84.25480651855469,0.018953116610646248,3.429497003555298,0.01940661296248436,6.671591758728027,0.02498575486242771,9.893105506896973,0.026613794267177582,13.178345680236816
2336447052,0,128.66465759277344,115.48836517333984,128.33860778808594,95.55665588378906,128.28721618652344,88.18614196777344,128.21725463867188,84.26912689208984,0.018062403425574303,3.4263105392456055,0.016987675800919533,6.663820743560791,0.020970860496163368,9.880399703979492,0.020926954224705696,13.162497520446777
2361447053,0,128.6124267578125,115.40586853027344,128.3157958984375,95.52762603759766,128.27023315429688,88.16795349121094,128.2037811279297,84.25149536132812,0.01667463593184948,3.4335827827453613,0.01586276851594448,6.672536373138428,0.019753051921725273,9.891963958740234,0.019657373428344727,13.182015419006348
2386447053,0,128.58837890625,115.39341735839844,128.30426025390625,95.51524353027344,128.255615234375,88.15959930419922,128.18678283691406,84.24420928955078,0.016024477779865265,3.434682846069336,0.015291370451450348,6.676260948181152,0.0186941958963871,9.897285461425781,0.018028385937213898,13.19009780883789
2411447053,0,128.56643676757812,115.4482650756836,128.2864227294922,95.52423095703125,128.2330322265625,88.1585464477539,128.1590118408203,84.2413330078125,0.015407410450279713,3.429841995239258,0.01438939943909645,6.673556804656982,0.017043717205524445,9.897955894470215,0.015351521782577038,13.193291664123535
2436447054,0,128.54820251464844,115.37952423095703,128.2915496826172,95.49195098876953,128.2407989501953,88.13604736328125,128.16676330566406,84.22344207763672,0.014935056678950787,3.435910701751709,0.014667095616459846,6.683276653289795,0.01763632521033287,9.912315368652344,0.016123436391353607,13.213187217712402
2461447054,0,128.52603149414062,115.39057159423828,128.28843688964844,95.4924087524414,128.2404022216797,88.13326263427734,128.16598510742188,84.22079467773438,0.01432738732546568,3.434934139251709,0.014510215260088444,6.683138370513916,0.017610307782888412,9.914094924926758,0.016051672399044037,13.216135025024414
2486447054,0,128.54388427734375,115.40092468261719,128.2932891845703,95.49263763427734,128.24302673339844,88.12971496582031,128.16783142089844,84.21720886230469,0.014810106717050076,3.4340195655822754,0.014754174277186394,6.683069705963135,0.01780647784471512,9.916363716125488,0.01623498648405075,13.220132827758789
2511447055,0,128.5143280029297,115.31422424316406,128.30352783203125,95.46562194824219,128.2550048828125,88.11430358886719,128.17593383789062,84.20748138427734,0.014033314771950245,3.4416940212249756,0.015286818146705627,6.691224098205566,0.018701979890465736,9.926229476928711,0.017032327130436897,13.230985641479492
2536447055,0,128.5126495361328,115.31700134277344,128.3112335205078,95.4653549194336,128.2594451904297,88.11225891113281,128.1735076904297,84.20929718017578,0.013986621052026749,3.4414474964141846,0.015675082802772522,6.691304683685303,0.019030045717954636,9.927539825439453,0.016794949769973755,13.228958129882812
2561447056,0,128.45468139648438,115.24451446533203,128.28939819335938,95.4365005493164,128.24722290039062,88.094482421875,128.16590881347656,84.1950912475586,0.012425869703292847,3.4478867053985596,0.014593306928873062,6.70003604888916,0.018153583630919456,9.938947677612305,0.01607811264693737,13.244833946228027
2586447056,0,128.40512084960938,115.158935546875,128.24684143066406,95.40254211425781,128.202880859375,88.0725326538086,128.11920166015625,84.18022155761719,0.01109339576214552,3.4555165767669678,0.012465383857488632,6.710338592529297,0.014917890541255474,9.9530668258667,0.011565855704247952,13.261491775512695
2611447056,0,128.40158081054688,115.22393798828125,128.23883056640625,95.41899871826172,128.19287109375,88.07769775390625,128.11077880859375,84.18498229980469,0.010979922488331795,3.449718475341797,0.012052363716065884,6.705341815948486,0.014177313074469566,9.949740409851074,0.010744406841695309,13.25615406036377
2636447057,0,128.40081787109375,115.18952178955078,128.25469970703125,95.40814208984375,128.2093963623047,88.06909942626953,128.12432861328125,84.17664337158203,0.010967794805765152,3.4527859687805176,0.012859146110713482,6.70863676071167,0.015400266274809837,9.955278396606445,0.01206685695797205,13.265506744384766
2661447057,0,128.3935089111328,115.21673583984375,128.245361328125,95.41365051269531,128.19541931152344,88.07026672363281,128.10528564453125,84.18248748779297,0.010761016048491001,3.450360059738159,0.01238476112484932,6.70696496963501,0.014371266588568687,9.9545259475708,0.010213717818260193,13.258951187133789
2686447057,0,128.36952209472656,115.16824340820312,128.25518798828125,95.39459228515625,128.2118377685547,88.05762481689453,128.12596130371094,84.17095184326172,0.010116416029632092,3.4546852111816406,0.012891259975731373,6.712754249572754,0.015590955503284931,9.962677955627441,0.01223103515803814,13.271896362304688
