ts,agent_id,throttle,steer,brake
1981477629,0,0.8999999761581421,0.003515076357871294,0.0
2006477629,0,0.8999999761581421,0.0025589459110051394,0.0
2031477630,0,0.8999999761581421,0.0037427679635584354,0.0
2056477630,0,0.8999999761581421,0.002224405063316226,0.0
2081477630,0,0.8999999761581421,0.003492574207484722,0.0
2106477631,0,0.8999999761581421,0.0038430949207395315,0.0
2131477631,0,0.8999999761581421,0.0028463220223784447,0.0
2156477632,0,0.8999999761581421,0.003845720551908016,0.0
2181477632,0,0.8999999761581421,0.0033358989749103785,0.0
2206477632,0,0.8999999761581421,0.003113390877842903,0.0
2231477633,0,0.8999999761581421,0.00264760572463274,0.0
2256477633,0,0.8999999761581421,0.0028917700983583927,0.0
2281477633,0,0.8999999761581421,0.002610098337754607,0.0
2306477634,0,0.8999999761581421,0.002546145813539624,0.0
2331477634,0,0.8999999761581421,0.002482419600710273,0.0
2356477634,0,0.8999999761581421,0.0024652881547808647,0.0
2381477635,0,0.8999999761581421,0.002421948593109846,0.0
2406477635,0,0.8999999761581421,0.002399795688688755,0.0
2431477636,0,0.8999999761581421,0.002541026333346963,0.0
2456477636,0,0.8999999761581421,0.002344142645597458,0.0
2481477636,0,0.8999999761581421,0.0021946437191218138,0.0
2506477637,0,0.8999999761581421,0.00232948106713593,0.0
2531477637,0,0.8999999761581421,0.002312921453267336,0.0
2556477637,0,0.8999999761581421,0.0024068872444331646,0.0
2581477638,0,0.8999999761581421,0.0024484768509864807,0.0
2606477638,0,0.8999999761581421,0.0024077228736132383,0.0
2631477639,0,0.8999999761581421,0.0024395682848989964,0.0
2656477639,0,0.8999999761581421,0.0022704722359776497,0.0
2681477639,0,0.8999999761581421,0.0025901913177222013,0.0
2706477640,0,0.8999999761581421,0.0024656509049236774,0.0
2731477640,0,0.8999999761581421,0.0026141428388655186,0.0
2756477640,0,0.8999999761581421,0.002645995235070586,0.0
2781477641,0,0.8999999761581421,0.0027222821954637766,0.0
2806477641,0,0.8999999761581421,0.0026474229525774717,0.0
2831477642,0,0.8999999761581421,0.0026327131781727076,0.0
2856477642,0,0.8999999761581421,0.0028443888295441866,0.0
2881477642,0,0.8999999761581421,0.0027212342247366905,0.0
2906477643,0,0.8999999761581421,0.00279059587046504,0.0
2931477643,0,0.8999999761581421,0.002869952004402876,0.0
2956477643,0,0.8999999761581421,0.0027945165056735277,0.0
2981477644,0,0.8999999761581421,0.0028173576574772596,0.0
3006477644,0,0.8999999761581421,0.002600752515718341,0.0
3031477645,0,0.8999999761581421,0.0027505499310791492,0.0
3056477645,0,0.8999999761581421,0.0026438182685524225,0.0
3081477645,0,0.8999999761581421,0.0026636002585291862,0.0
3106477646,0,0.8999999761581421,0.00267788372002542,0.0
3131477646,0,0.8999999761581421,0.0026557084638625383,0.0
3156477646,0,0.8999999761581421,0.0025899691972881556,0.0
3181477647,0,0.8999999761581421,0.0025752701330929995,0.0
3206477647,0,0.8999999761581421,0.0025766233447939157,0.0
3231477648,0,0.8999999761581421,0.0024404278956353664,0.0
3256477648,0,0.8999999761581421,0.0025260401889681816,0.0
3281477648,0,0.8999999761581421,0.002450567902997136,0.0
3306477649,0,0.8999999761581421,0.002504371339455247,0.0
3331477649,0,0.8999999761581421,0.00259664305485785,0.0
3356477649,0,0.8999999761581421,0.0024402430281043053,0.0
3381477650,0,0.8999999761581421,0.0025810289662331343,0.0
