ts,agent_id,steer_err,speed_err,desired_speed,speed
2104460222,0,0.0015907232301607779,9.25468897819519,9.25468897819519,0.0
2129460223,0,-0.0017720824621996112,7.433418273925781,7.433418273925781,0.0
2154460223,0,-0.0014968258386480974,7.33487606048584,7.33487606048584,0.0
2179460223,0,0.0025335170085948712,8.248088121414185,8.248088121414185,0.0
2204460224,0,0.002413988698119648,8.436017990112305,8.436017990112305,0.0
2229460224,0,0.002806800466386159,8.805419683456421,8.805419683456421,0.0
2254460224,0,0.0022562113282923535,9.07034969329834,9.07034969329834,0.0
2279460225,0,0.0021085274602385224,9.257880420574716,9.257880449295044,2.8720327881355715e-08
2304460225,0,0.001812932051158526,9.400658338372757,9.400658369064331,3.069157373979985e-08
2329460225,0,0.001465351313395655,9.473550072430427,9.473550081253052,8.822623630860342e-09
2354460226,0,0.0010437009686335343,9.513393393336006,9.51339340209961,8.763603462259242e-09
2379460226,0,0.0009772963517028549,9.55754675242264,9.557260751724243,-0.00028600069839639086
2404460227,0,0.0008024435089505285,9.564622655644389,9.564468383789062,-0.00015427185532530663
2429460227,0,0.0008060103855170907,9.5577817116675,9.557717084884644,-6.462678285598559e-05
2454460227,0,0.000685116037207865,9.588554950632039,9.588547468185425,-7.482446613918555e-06
2479460228,0,0.0007286015749236129,9.590683928585834,9.590709686279297,2.5757693462617364e-05
2504460228,0,0.0006835982173923066,9.607221445357766,9.607264280319214,4.2834961447847365e-05
2529460228,0,0.0006962720128522192,9.613845028812872,9.613894701004028,4.967219115590923e-05
2554460229,0,0.0005816766167775608,9.626980021744714,9.627030372619629,5.0350874915089966e-05
2579460229,0,0.0005539005141528423,9.636692378576143,9.63673996925354,4.759067739773732e-05
2604460230,0,0.00048688876929593933,9.6060086056395,9.606051921844482,4.331620498244369e-05
2629460230,0,0.00047967912517203707,9.60940527665877,9.609443664550781,3.838789201213231e-05
2654460230,0,0.0004421130847369669,9.599762151198366,9.599795579910278,3.342871191289628e-05
2679460231,0,0.00027811265366588293,9.601622140165107,9.601650953292847,2.8813127739134395e-05
2704460231,0,0.00029845143919436537,9.587477128160495,9.587501764297485,2.4636136990343002e-05
2729460231,0,0.00034778058320001303,9.591851742234581,9.591872692108154,2.0949873573336758e-05
2754460232,0,0.0001747491242263567,9.570758460861914,9.570776224136353,1.7763274438043074e-05
2779460232,0,0.00011046945503745889,9.578746343776034,9.578761339187622,1.4995411587789585e-05
2804460233,0,0.00011494702349335614,9.570943085224691,9.570955753326416,1.2668101724652235e-05
2829460233,0,3.450257326876152e-05,9.5578895082145,9.557900190353394,1.0682138893848244e-05
2854460233,0,0.00011304974872390814,9.53772309385728,9.537732124328613,9.030471332474743e-06
2879460234,0,-1.2170386059658953e-05,9.541458120175252,9.541465759277344,7.639102091768505e-06
2904460234,0,0.00014924975132497574,9.533118014557187,9.533124446868896,6.432311708289768e-06
2929460234,0,0.0001815034224055915,9.539547695981451,9.539553165435791,5.469454340408801e-06
2954460235,0,-1.2473950022770627e-05,9.515534612521169,9.515539169311523,4.556790354595441e-06
2979460235,0,0.00010242501001499943,9.557907746813443,9.55791163444519,3.8876317466953145e-06
3004460236,0,2.476575160479504e-06,9.565249755952284,9.565253019332886,3.263380602947648e-06
3029460236,0,-6.946808409698814e-05,9.516014939881693,9.51601767539978,2.735518088031082e-06
3054460236,0,1.6364626472838765e-05,9.50147848849092,9.5014808177948,2.3293038805034226e-06
3079460237,0,-3.592426617314774e-05,9.52088730124148,9.520889282226562,1.9809850833851137e-06
3104460237,0,9.589838480809836e-05,9.504681356230197,9.504683017730713,1.6615005160840653e-06
3129460237,0,7.510425333494843e-05,9.505758038606453,9.505759477615356,1.4390089026592549e-06
3154460238,0,6.933653803582655e-05,9.492522526151376,9.492523670196533,1.144045156637e-06
3179460238,0,6.394827769059427e-05,9.519820406575985,9.519821405410767,9.988347811705244e-07
3204460239,0,-3.713852202559445e-05,9.531128762933502,9.531129598617554,8.356840511404144e-07
3229460239,0,8.01130587262911e-05,9.501972917331976,9.501973628997803,7.116658271713841e-07
3254460239,0,4.596211287622736e-05,9.520634759644087,9.52063536643982,6.067957311250345e-07
3279460240,0,3.0078120959249402e-06,9.51559410275278,9.515594244003296,1.412505145078847e-07
3304460240,0,3.700697596443286e-05,9.500589340868526,9.500589609146118,2.682775916847291e-07
3329460240,0,0.00019637805659806373,9.498012989243014,9.498013257980347,2.687373335611567e-07
3354460241,0,8.383171727440916e-05,9.497344128601732,9.497344493865967,3.6526423417128746e-07
3379460241,0,1.7351209352951716e-05,9.5075801948696,9.507580518722534,3.238529331330593e-07
3404460242,0,6.501075156148513e-05,9.499435615517939,9.499435901641846,2.861239072108524e-07
3429460242,0,0.00010902752621267841,9.515503154275438,9.515503406524658,2.52249221113494e-07
3454460242,0,0.0001296698757042725,9.515720618748173,9.515720844268799,2.2552062684589805e-07
3479460243,0,-4.108485354604626e-05,9.502744467431443,9.502744674682617,2.0725117513611428e-07
3504460243,0,6.910886506349279e-05,9.508203330627792,9.508203506469727,1.7584193562419162e-07
3529460243,0,0.00021284640159687223,9.499706114129024,9.499706268310547,1.5418152211132433e-07
3554460244,0,7.138559478683038e-05,9.49024543406198,9.490245580673218,1.4661123777034502e-07
3579460244,0,0.00016678057019467514,9.485471164982767,9.485471248626709,8.364394123571612e-08
3604460244,0,0.00011122836494523808,9.511834037742064,9.511834144592285,1.068502209097357e-07
3629460245,0,0.0001062954505446733,9.525068446040503,9.525068521499634,7.545913091383641e-08
